icd9_code,short_title,long_title
8604,Traum pneumohemothor-cl,Traumatic pneumohemothorax without mention of open wound into thorax
4401,Renal artery atheroscler,Atherosclerosis of renal artery
4373,Nonrupt cerebral aneurym,"Cerebral aneurysm, nonruptured"
7820,Skin sensation disturb,Disturbance of skin sensation
V1083,Hx-skin malignancy NEC,Personal history of other malignant neoplasm of skin
99602,Malfunc prosth hrt valve,Mechanical complication due to heart valve prosthesis
4411,Ruptur thoracic aneurysm,"Thoracic aneurysm, ruptured"
48240,Staphylococcal pneu NOS,"Pneumonia due to Staphylococcus, unspecified"
4275,Cardiac arrest,Cardiac arrest
3481,Anoxic brain damage,Anoxic brain damage
78003,Persistent vegtv state,Persistent vegetative state
76526,31-32 comp wks gestation,31-32 completed weeks of gestation
75261,Hypospadias,Hypospadias
75263,Congenital chordee,Congenital chordee
1623,Mal neo upper lobe lung,"Malignant neoplasm of upper lobe, bronchus or lung"
78321,Abnormal loss of weight,Loss of weight
2559,Adrenal disorder NOS,Unspecified disorder of adrenal glands
1629,Mal neo bronch/lung NOS,"Malignant neoplasm of bronchus and lung, unspecified"
76408,Lt-for-dates 2000-2499g,"""Light-for-dates"" without mention of fetal malnutrition, 2,000- 2,499 grams"
76529,37+ comp wks gestation,37 or more completed weeks of gestation
7784,NB temp regulat dis NEC,Other disturbances of temperature regulation of newborn
3334,Huntington's chorea,Huntington's chorea
78559,Shock w/o trauma NEC,Other shock without mention of trauma
6826,Cellulitis of leg,"Cellulitis and abscess of leg, except foot"
1363,Pneumocystosis,Pneumocystosis
E9317,Adv eff antiviral drugs,Antiviral drugs causing adverse effects in therapeutic use
9972,Surg comp-peri vasc syst,"Peripheral vascular complications, not elsewhere classified"
7706,NB transitory tachypnea,Transitory tachypnea of newborn
76525,29-30 comp wks gestation,29-30 completed weeks of gestation
1913,Mal neo parietal lobe,Malignant neoplasm of parietal lobe
1570,Mal neo pancreas head,Malignant neoplasm of head of pancreas
57410,Cholelith w cholecys NEC,"Calculus of gallbladder with other cholecystitis, without mention of obstruction"
5680,Peritoneal adhesions,Peritoneal adhesions (postoperative) (postinfection)
E8782,Abn react-anastom/graft,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
78551,Cardiogenic shock,Cardiogenic shock
7220,Cervical disc displacmnt,Displacement of cervical intervertebral disc without myelopathy
71946,Joint pain-l/leg,"Pain in joint, lower leg"
7455,Secundum atrial sept def,Ostium secundum type atrial septal defect
V1259,Hx-circulatory dis NEC,Personal history of other diseases of circulatory system
29633,Recur depr psych-severe,"Major depressive affective disorder, recurrent episode, severe, without mention of psychotic behavior"
V5867,Long-term use of insulin,Long-term (current) use of insulin
E9323,Adv eff insulin/antidiab,Insulins and antidiabetic agents causing adverse effects in therapeutic use
V5869,Long-term use meds NEC,Long-term (current) use of other medications
47829,Disease of pharynx NEC,"Other diseases of pharynx, not elsewhere classified"
4264,Rt bundle branch block,Right bundle branch block
V170,Fam hx-psychiatric cond,Family history of psychiatric condition
80502,Fx c2 vertebra-closed,Closed fracture of second cervical vertebra
5964,Atony of bladder,Atony of bladder
E8809,Fall on stair/step NEC,Accidental fall on or from other stairs or steps
8220,Fracture patella-closed,Closed fracture of patella
73300,Osteoporosis NOS,"Osteoporosis, unspecified"
44321,Dissect carotid artery,Dissection of carotid artery
43889,Late effect CV dis NEC,Other late effects of cerebrovascular disease
0388,Septicemia NEC,Other specified septicemias
78552,Septic shock,Septic shock
70709,"Pressure ulcer, site NEC","Pressure ulcer, other site"
6823,Cellulitis of arm,Cellulitis and abscess of upper arm and forearm
00845,Int inf clstrdium dfcile,Intestinal infection due to Clostridium difficile
5720,Abscess of liver,Abscess of liver
V0980,Inf mcr rst ot drg nt ml,Infection with microorganisms without mention of resistance to multiple drugs
185,Malign neopl prostate,Malignant neoplasm of prostate
E8788,Abn react-surg proc NEC,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
9678,Pois-sedative/hypnot NEC,Poisoning by other sedatives and hypnotics
9693,Poison-antipsychotic NEC,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers"
E9502,Poison-sedat/hypnotic,Suicide and self-inflicted poisoning by other sedatives and hypnotics
29620,Depress psychosis-unspec,"Major depressive affective disorder, single episode, unspecified"
2252,Ben neo cerebr meninges,Benign neoplasm of cerebral meninges
V4579,Acq absence of organ NEC,Other acquired absence of organ
3899,Hearing loss NOS,Unspecified hearing loss
41041,"AMI inferior wall, init","Acute myocardial infarction of other inferior wall, initial episode of care"
25011,DMI keto nt st uncntrld,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled"
99604,Mch cmp autm mplnt dfbrl,Mechanical complication of automatic implantable cardiac defibrillator
5939,Renal & ureteral dis NOS,Unspecified disorder of kidney and ureter
30029,Isolated/spec phobia NEC,Other isolated or specific phobias
99674,Comp-oth vasc dev/graft,"Other complications due to other vascular device, implant, and graft"
4160,Prim pulm hypertension,Primary pulmonary hypertension
4281,Left heart failure,Left heart failure
3453,Grand mal status,Grand mal status
20190,Hdgk dis unsp xtrndl org,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites"
515,Postinflam pulm fibrosis,Postinflammatory pulmonary fibrosis
36250,Macular degeneration NOS,"Macular degeneration (senile), unspecified"
E9331,Adv eff antineoplastic,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use
4371,Ac cerebrovasc insuf NOS,Other generalized ischemic cerebrovascular disease
27801,Morbid obesity,Morbid obesity
4928,Emphysema NEC,Other emphysema
E8500,Acc poison-heroin,Accidental poisoning by heroin
E8543,Acc poison-cns stimulant,Accidental poisoning by central nervous system stimulants
E8541,Acc poison-hallucinogens,Accidental poisoning by psychodysleptics [hallucinogens]
V667,Encountr palliative care,Encounter for palliative care
57149,Chronic hepatitis NEC,Other chronic hepatitis
1550,"Mal neo liver, primary","Malignant neoplasm of liver, primary"
25002,DMII wo cmp uncntrld,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled"
27800,Obesity NOS,"Obesity, unspecified"
V1301,Prsnl hst urnr dsrd calc,Personal history of urinary calculi
8822,Open wound hand w tendon,"Open wound of hand except finger(s) alone, with tendon involvement"
85220,Traumatic subdural hem,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
99889,Oth spcf cmplc procd NEC,Other specified complications of procedures not elsewhere classified
9579,Injury to nerve NOS,"Injury to nerves, unspecified site"
E8150,Mv coll w oth obj-driver,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
49322,Ch obst asth w (ac) exac,Chronic obstructive asthma with (acute) exacerbation
42841,Ac syst/diastol hrt fail,Acute combined systolic and diastolic heart failure
4660,Acute bronchitis,Acute bronchitis
7921,Abn find-stool contents,Nonspecific abnormal findings in stool contents
56985,Angio intes w hmrhg,Angiodysplasia of intestine with hemorrhage
43411,Crbl emblsm w infrct,Cerebral embolism with cerebral infarction
34280,Ot sp hmiplga unspf side,Other specified hemiplegia and hemiparesis affecting unspecified side
78451,Dysarthria,Dysarthria
49320,Chronic obst asthma NOS,"Chronic obstructive asthma, unspecified"
1534,Malignant neoplasm cecum,Malignant neoplasm of cecum
42821,Ac systolic hrt failure,Acute systolic heart failure
1982,Secondary malig neo skin,Secondary malignant neoplasm of skin
99813,Seroma complicting proc,Seroma complicating a procedure
V4986,Do not resusctate status,Do not resuscitate status
59971,Gross hematuria,Gross hematuria
E9342,Adv eff anticoagulants,Anticoagulants causing adverse effects in therapeutic use
0382,Pneumococcal septicemia,Pneumococcal septicemia [Streptococcus pneumoniae septicemia]
481,Pneumococcal pneumonia,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
1970,Secondary malig neo lung,Secondary malignant neoplasm of lung
9100,Abrasion head,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
45620,Bleed esoph var oth dis,"Esophageal varices in diseases classified elsewhere, with bleeding"
5780,Hematemesis,Hematemesis
5722,Hepatic encephalopathy,Hepatic encephalopathy
45341,Ac DVT/emb prox low ext,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity
8670,Bladder/urethra inj-clos,"Injury to bladder and urethra, without mention of open wound into cavity"
34831,Metabolic encephalopathy,Metabolic encephalopathy
2738,Dis plas protein met NEC,Other disorders of plasma protein metabolism
5798,Intest malabsorption NEC,Other specified intestinal malabsorption
0701,Hepatitis A w/o coma,Viral hepatitis A without mention of hepatic coma
E8796,Abn react-urinary cath,"Urinary catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
3575,Alcoholic polyneuropathy,Alcoholic polyneuropathy
3310,Alzheimer's disease,Alzheimer's disease
29410,Dementia w/o behav dist,Dementia in conditions classified elsewhere without behavioral disturbance
53240,Chr duoden ulcer w hem,"Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction"
53560,Duodenitis w/o hmrhg,"Duodenitis, without mention of hemorrhage"
80604,C1-c4 fx-cl/cord inj NEC,Closed fracture of C1-C4 level with other specified spinal cord injury
V422,Heart valve transplant,Heart valve replaced by transplant
80701,Fracture one rib-closed,Closed fracture of one rib
4414,Abdom aortic aneurysm,Abdominal aneurysm without mention of rupture
42831,Ac diastolic hrt failure,Acute diastolic heart failure
70707,"Pressure ulcer, heel","Pressure ulcer, heel"
V5417,Aftrcre traum fx vertebr,Aftercare for healing traumatic fracture of vertebrae
42781,Sinoatrial node dysfunct,Sinoatrial node dysfunction
5789,Gastrointest hemorr NOS,"Hemorrhage of gastrointestinal tract, unspecified"
41091,"AMI NOS, initial","Acute myocardial infarction of unspecified site, initial episode of care"
53010,"Esophagitis, unspecified","Esophagitis, unspecified"
5569,Ulceratve colitis unspcf,"Ulcerative colitis, unspecified"
3949,Mitral valve dis NEC/NOS,Other and unspecified mitral valve diseases
8600,Traum pneumothorax-close,Traumatic pneumothorax without mention of open wound into thorax
44489,Arterial embolism NEC,Embolism and thrombosis of other specified artery
27651,Dehydration,Dehydration
99881,Emphysema rsult frm proc,Emphysema (subcutaneous) (surgical) resulting from procedure
80700,Fracture rib NOS-closed,"Closed fracture of rib(s), unspecified"
92400,Contusion of thigh,Contusion of thigh
E9600,Unarmed fight or brawl,Unarmed fight or brawl
514,Pulm congest/hypostasis,Pulmonary congestion and hypostasis
76497,Fet grwth ret 1750-1999g,"Fetal growth retardation, unspecified, 1,750-1,999 grams"
76383,Ab ftl hrt rt/rhy NOS,"Abnormality in fetal heart rate or rhythm, unspecified as to time of onset"
44103,Dsct of thoracoabd aorta,"Dissection of aorta, thoracoabdominal"
2181,Intramural leiomyoma,Intramural leiomyoma of uterus
24200,Tox dif goiter no crisis,Toxic diffuse goiter without mention of thyrotoxic crisis or storm
95901,Head injury NOS,"Head injury, unspecified"
E8120,Mv collision NOS-driver,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle
3594,Toxic myopathy,Toxic myopathy
1916,Mal neo cerebellum NOS,Malignant neoplasm of cerebellum nos
34830,Encephalopathy NOS,"Encephalopathy, unspecified"
4560,Esophag varices w bleed,Esophageal varices with bleeding
340,Multiple sclerosis,Multiple sclerosis
27652,Hypovolemia,Hypovolemia
4568,Varices of other sites,Varices of other sites
0383,Anaerobic septicemia,Septicemia due to anaerobes
9992,Vasc comp med care NEC,"Other vascular complications of medical care, not elsewhere classified"
45182,Phlbts sprfc vn up extrm,Phlebitis and thrombophlebitis of superficial veins of upper extremities
99682,Compl liver transplant,Complications of transplanted liver
25541,Glucocorticoid deficient,Glucocorticoid deficiency
2760,Hyperosmolality,Hyperosmolality and/or hypernatremia
45621,Esoph varice oth dis NOS,"Esophageal varices in diseases classified elsewhere, without mention of bleeding"
04109,Other streptococcus,"Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus"
V1007,Hx of liver malignancy,Personal history of malignant neoplasm of liver
E8780,Abn react-org transplant,"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
3241,Intraspinal abscess,Intraspinal abscess
99931,Oth/uns inf-cen ven cath,Other and unspecified infection due to central venous catheter
73008,Ac osteomyelitis NEC,"Acute osteomyelitis, other specified sites"
72293,Disc dis NEC/NOS-lumbar,"Other and unspecified disc disorder, lumbar region"
04119,Other staphylococcus,"Staphylococcus infection in conditions classified elsewhere and of unspecified site, other staphylococcus"
